global_order,step_no,step_title,sub_step_no,sub_step_title,position,sl_no,id,title,difficulty,difficulty_code,tags,leetcode,coding_ninjas,gfg,youtube,article,tuf_plus,tuf_plus_editorial,leetcode_original,coding_ninjas_original,gfg_original,youtube_original,article_original,tuf_plus_original,tuf_plus_editorial_original,flags_and_link_issues
104,4,"Binary Search [1D, 2D Arrays, Search Space]",2,BS on Answers,13,13,mdinf2srtdrrys,Median of 2 sorted arrays,Hard,2,Arrays | Binary Search | Data Structures,https://leetcode.com/problems/median-of-two-sorted-arrays/,https://www.codingninjas.com/codestudio/problems/median-of-two-sorted-arrays_985294,https://www.geeksforgeeks.org/problems/median-of-2-sorted-arrays-of-different-sizes/1,https://www.youtube.com/watch?v=C2rRzz-JDk8,https://takeuforward.org/data-structure/median-of-two-sorted-arrays-of-different-sizes/,https://takeuforward.org/plus/dsa/problems/median-of-2-sorted-arrays,https://takeuforward.org/plus/dsa/problems/median-of-2-sorted-arrays?tab=editorial,,https://www.codingninjas.com/codestudio/problems/median-of-two-sorted-arrays_985294?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3QPi7Xp,https://youtu.be/C2rRzz-JDk8,,,,gfg:bitly_expanded_destination_unverified
105,4,"Binary Search [1D, 2D Arrays, Search Space]",2,BS on Answers,14,14,kthlmntf2srtdrrys,Kth element of 2 sorted arrays,Medium,1,Arrays | Data Structures,,https://www.codingninjas.com/codestudio/problems/k-th-element-of-2-sorted-array_1164159,https://www.geeksforgeeks.org/problems/k-th-element-of-two-sorted-array1317/1,https://www.youtube.com/watch?v=D1oDwWCq50g,https://takeuforward.org/data-structure/k-th-element-of-two-sorted-arrays/,https://takeuforward.org/plus/dsa/problems/kth-element-of-2-sorted-arrays,https://takeuforward.org/plus/dsa/problems/kth-element-of-2-sorted-arrays?tab=editorial,,https://www.codingninjas.com/codestudio/problems/k-th-element-of-2-sorted-array_1164159?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Amcomr,https://youtu.be/D1oDwWCq50g,,,,gfg:bitly_expanded_destination_unverified
106,4,"Binary Search [1D, 2D Arrays, Search Space]",3,BS on 2D Arrays,1,1,findthrwwithmximmnmbrf1s,Find the row with maximum number of 1's,Easy,0,Arrays | Data Structures,,https://www.codingninjas.com/codestudio/problems/row-of-a-matrix-with-maximum-ones_982768,https://www.geeksforgeeks.org/problems/row-with-max-1s0023/1,https://www.youtube.com/watch?v=SCz-1TtYxDI,https://takeuforward.org/arrays/find-the-row-with-maximum-number-of-1s/,https://takeuforward.org/plus/dsa/problems/find-row-with-maximum-1's,https://takeuforward.org/plus/dsa/problems/find-row-with-maximum-1's?tab=editorial,,https://www.codingninjas.com/codestudio/problems/row-of-a-matrix-with-maximum-ones_982768?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3QNDw2W,https://youtu.be/SCz-1TtYxDI,,,,gfg:bitly_expanded_destination_unverified
107,4,"Binary Search [1D, 2D Arrays, Search Space]",3,BS on 2D Arrays,2,2,srchin2dmtrix,Search in a 2 D matrix,Medium,1,Binary Search | Arrays | Data Structures,https://leetcode.com/problems/search-a-2d-matrix/,https://www.codingninjas.com/codestudio/problems/search-in-a-2d-matrix_980531,https://www.geeksforgeeks.org/problems/search-in-a-matrix17201720/1,https://www.youtube.com/watch?v=JXU4Akft7yk,https://takeuforward.org/data-structure/search-in-a-sorted-2d-matrix/,https://takeuforward.org/plus/dsa/problems/search-in-a-2d-matrix,https://takeuforward.org/plus/dsa/problems/search-in-a-2d-matrix?tab=editorial,,https://www.codingninjas.com/codestudio/problems/search-in-a-2d-matrix_980531?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3dAwi3Z,https://youtu.be/JXU4Akft7yk,,,,gfg:bitly_expanded_destination_unverified
108,4,"Binary Search [1D, 2D Arrays, Search Space]",3,BS on 2D Arrays,3,3,SearchRowColumnWiseSortedMatrix,Search in a row and column wise sorted matrix,Medium,1,Arrays | Binary Search | Data Structures,https://leetcode.com/problems/search-a-2d-matrix-ii/,https://www.codingninjas.com/codestudio/problems/search-in-a-sorted-2d-matrix_6917532,https://www.codingninjas.com/codestudio/problems/search-in-a-row-wise-and-column-wise-sorted-matrix_839811,https://www.youtube.com/watch?v=9ZbB397jU4k,https://takeuforward.org/arrays/search-in-a-row-and-column-wise-sorted-matrix/,https://takeuforward.org/plus/dsa/problems/search-in-2d-matrix-ii,https://takeuforward.org/plus/dsa/problems/search-in-2d-matrix-ii?tab=editorial,,https://www.codingninjas.com/codestudio/problems/search-in-a-sorted-2d-matrix_6917532?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/9ZbB397jU4k,,,,gfg:domain_mismatch:coding_ninjas
109,4,"Binary Search [1D, 2D Arrays, Search Space]",3,BS on 2D Arrays,4,4,findpklmnt-i,Find Peak Element (2D Matrix),Hard,2,Arrays | Binary Search,https://leetcode.com/problems/find-a-peak-element-ii/,https://www.codingninjas.com/codestudio/problems/find-peak-element_7449073,https://www.naukri.com/code360/problems/find-peak-element_7449073,https://www.youtube.com/watch?v=nGGp5XBzC4g,,https://takeuforward.org/plus/dsa/problems/find-peak-element,https://takeuforward.org/plus/dsa/problems/find-peak-element?tab=editorial,,https://www.codingninjas.com/codestudio/problems/find-peak-element_7449073?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3pEovIA,https://youtu.be/nGGp5XBzC4g?si=WCop5C6Azj5gAELH,,,,gfg:domain_mismatch:naukri_code360; gfg:bitly_expanded_destination_unverified
110,4,"Binary Search [1D, 2D Arrays, Search Space]",3,BS on 2D Arrays,5,5,mtrixmdin,Matrix Median,Hard,2,Binary Search | Arrays | Data Structures,,https://www.codingninjas.com/codestudio/problems/median-of-a-row-wise-sorted-matrix_1115473,https://www.geeksforgeeks.org/problems/median-in-a-row-wise-sorted-matrix1527/1,https://www.youtube.com/watch?v=Q9wXgdxJq48,https://takeuforward.org/data-structure/median-of-row-wise-sorted-matrix/,https://takeuforward.org/plus/dsa/problems/matrix-median,https://takeuforward.org/plus/dsa/problems/matrix-median?tab=editorial,,https://www.codingninjas.com/codestudio/problems/median-of-a-row-wise-sorted-matrix_1115473?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3PvwuPk,https://youtu.be/Q9wXgdxJq48?si=ScI_0uzJh7yg8nrX,,,,gfg:bitly_expanded_destination_unverified
111,5,Strings [Basic and Medium],1,Basic and Easy String Problems,1,1,rmvtrmstprnthsis,Remove outermost Paranthesis,Easy,0,String | Stack,https://leetcode.com/problems/remove-outermost-parentheses/,https://www.codingninjas.com/codestudio/problems/maximum-nesting-depth-of-the-parentheses_8144741,https://www.geeksforgeeks.org/problems/outermost-parentheses/1,,,,,,https://www.codingninjas.com/codestudio/problems/maximum-nesting-depth-of-the-parentheses_8144741?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3rzwRix,,,,,gfg:bitly_expanded_destination_unverified
112,5,Strings [Basic and Medium],1,Basic and Easy String Problems,2,2,rvrswrdsingivnstringplindrmchck,Reverse words in a given string / Palindrome Check,Easy,0,Two Pointer | String | Data Structures,https://leetcode.com/problems/reverse-words-in-a-string/,https://www.codingninjas.com/studio/problems/reverse-words-in-a-string_696444,https://www.geeksforgeeks.org/problems/reverse-words-in-a-given-string5459/1,,https://takeuforward.org/data-structure/reverse-words-in-a-string/,https://takeuforward.org/plus/dsa/problems/reverse-every-word-in-a-string,https://takeuforward.org/plus/dsa/problems/reverse-every-word-in-a-string?tab=editorial,,https://www.codingninjas.com/studio/problems/reverse-words-in-a-string_696444?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3SXyWB4,,,,,gfg:bitly_expanded_destination_unverified
113,5,Strings [Basic and Medium],1,Basic and Easy String Problems,3,3,lrgstddnmbrinstring,Largest odd number in a string,Easy,0,String | Data Structures,https://leetcode.com/problems/largest-odd-number-in-string/,,https://www.geeksforgeeks.org/problems/largest-odd-number-in-string/1,,,https://takeuforward.org/plus/dsa/problems/largest-odd-number-in-a-string,https://takeuforward.org/plus/dsa/problems/largest-odd-number-in-a-string?tab=editorial,,,https://bit.ly/3UII5yp,,,,,gfg:bitly_expanded_destination_unverified
114,5,Strings [Basic and Medium],1,Basic and Easy String Problems,4,4,lngstcmmnprfix,Longest Common Prefix,Easy,0,String | Data Structures,https://leetcode.com/problems/longest-common-prefix/,https://www.codingninjas.com/studio/problems/longest-common-prefix_628874,https://www.geeksforgeeks.org/problems/longest-common-prefix-in-an-array5129/1,,,https://takeuforward.org/plus/dsa/problems/longest-common-prefix,https://takeuforward.org/plus/dsa/problems/longest-common-prefix?tab=editorial,,https://www.codingninjas.com/studio/problems/longest-common-prefix_628874?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3QKCyVu,,,,https://takeuforward.org/plus/dsa/problems/longest-happy-prefix?tab=editorialhttps://takeuforward.org/plus/dsa/problems/longest-common-prefix?tab=editorial,gfg:bitly_expanded_destination_unverified; tuf_plus_editorial:original_value_corrupt_two_urls_concatenated
115,5,Strings [Basic and Medium],1,Basic and Easy String Problems,5,5,ismrphicstring,Isomorphic String,Easy,0,String | Data Structures,https://leetcode.com/problems/isomorphic-strings/,https://www.codingninjas.com/studio/problems/isomorphic-strings-_1117636,https://www.geeksforgeeks.org/problems/isomorphic-strings-1587115620/1,,,https://takeuforward.org/plus/dsa/problems/isomorphic-string,https://takeuforward.org/plus/dsa/problems/isomorphic-string?tab=editorial,,https://www.codingninjas.com/studio/problems/isomorphic-strings-_1117636?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3QwynwI,,,,,gfg:bitly_expanded_destination_unverified
116,5,Strings [Basic and Medium],1,Basic and Easy String Problems,6,6,chckwhthrnstringisrttinfnthr,check whether one string is a rotation of another,Medium,1,String | Data Structures,https://leetcode.com/problems/rotate-string/,https://www.codingninjas.com/studio/problems/check-if-one-string-is-a-rotation-of-another-string_1115683,https://www.geeksforgeeks.org/problems/check-if-strings-are-rotations-of-each-other-or-not-1587115620/1,,,https://takeuforward.org/plus/dsa/problems/rotate-string,https://takeuforward.org/plus/dsa/problems/rotate-string?tab=editorial,,https://www.codingninjas.com/studio/problems/check-if-one-string-is-a-rotation-of-another-string_1115683?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3K0HHq5,,,,,gfg:bitly_expanded_destination_unverified
117,5,Strings [Basic and Medium],1,Basic and Easy String Problems,7,7,chckiftwstringsrngrmfchthr,Check if two strings are anagram of each other,Medium,1,String | Data Structures,https://leetcode.com/problems/valid-anagram/,https://www.codingninjas.com/studio/problems/anagram-pairs_626517,https://www.geeksforgeeks.org/dsa/check-whether-two-strings-are-anagram-of-each-other/,,https://takeuforward.org/data-structure/check-if-two-strings-are-anagrams-of-each-other/,https://takeuforward.org/plus/dsa/problems/valid-anagram,https://takeuforward.org/plus/dsa/problems/valid-anagram?tab=editorial,"https://leetcode.com/problems/valid-anagram/#:~:text=Given%20two%20strings%20s%20and,the%20original%20letters%20exactly%20once.&text=Constraints%3A,.length%20%3C%3D%205%20*%2010",https://www.codingninjas.com/studio/problems/anagram-pairs_626517?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3CcQTWs,,,,,gfg:bitly_expanded_destination_unverified
118,5,Strings [Basic and Medium],2,Medium String Problems,1,1,srtchrctrsbyfrqncy,Sort Characters by frequency,Easy,0,Arrays | Hashing | Data Structures,https://leetcode.com/problems/sort-characters-by-frequency/,https://www.codingninjas.com/studio/problems/sorting-characters-by-frequency_1263699,https://www.geeksforgeeks.org/problems/sorting-elements-of-an-array-by-frequency/0,,,https://takeuforward.org/plus/dsa/problems/sort-characters-by-frequency,https://takeuforward.org/plus/dsa/problems/sort-characters-by-frequency?tab=editorial,,https://www.codingninjas.com/studio/problems/sorting-characters-by-frequency_1263699?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3dEQp1d,,,,,gfg:bitly_expanded_destination_unverified; tuf_plus_editorial:whitespace_trimmed
119,5,Strings [Basic and Medium],2,Medium String Problems,2,2,mximmnstingdpthfprnthsis,Maximum Nesting Depth of Paranthesis,Easy,0,String | Stack,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/,,https://www.geeksforgeeks.org/problems/maximum-nesting-depth-of-the-parentheses/1,,,,,,,https://bit.ly/3xYlR1F,,,,,gfg:bitly_expanded_destination_unverified
120,5,Strings [Basic and Medium],2,Medium String Problems,3,3,rmnnmbrtintgrndvicvrs,Roman Number to Integer and vice versa,Easy,0,Hashing | Maths | String,https://leetcode.com/problems/roman-to-integer/,https://www.codingninjas.com/studio/problems/roman-numeral-to-integer_981308,https://www.geeksforgeeks.org/problems/roman-number-to-integer3201/1,,,,,,https://www.codingninjas.com/studio/problems/roman-numeral-to-integer_981308?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3AqBlNv,,,,,gfg:bitly_expanded_destination_unverified
121,5,Strings [Basic and Medium],2,Medium String Problems,4,4,implmntti,Implement Atoi,Medium,1,String | Data Structures,https://leetcode.com/problems/string-to-integer-atoi/,https://www.codingninjas.com/studio/problems/implement-atoi-function_981270,https://www.geeksforgeeks.org/problems/implement-atoi/1,,,,,,https://www.codingninjas.com/studio/problems/implement-atoi-function_981270?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3QUHBmf,,,,,gfg:bitly_expanded_destination_unverified
122,5,Strings [Basic and Medium],2,Medium String Problems,5,5,cntnmbrfsbstrings,Count Number of Substrings,Medium,1,String | Data Structures,,https://www.codingninjas.com/studio/problems/count-with-k-different-characters_1214627,https://www.geeksforgeeks.org/problems/count-number-of-substrings4528/1,,,,,,https://www.codingninjas.com/studio/problems/count-with-k-different-characters_1214627?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3CfQfYi,,,,,gfg:bitly_expanded_destination_unverified
123,5,Strings [Basic and Medium],2,Medium String Problems,6,6,lngstplindrmicsbstringditwithtdp,Longest Palindromic Substring[Do it without DP],Hard,2,String | Data Structures,https://leetcode.com/problems/longest-palindromic-substring/,,https://www.geeksforgeeks.org/problems/longest-palindrome-in-a-string3411/1,,,,,,,https://bit.ly/3CeQ27D,,,,,gfg:bitly_expanded_destination_unverified
124,5,Strings [Basic and Medium],2,Medium String Problems,7,7,smfbtyfllsbstring,Sum of Beauty of all substring,Medium,1,Hashing | Data Structures | String,https://leetcode.com/problems/sum-of-beauty-of-all-substrings/,https://www.codingninjas.com/studio/problems/sum-of-beauty-of-all-substrings_8143656,https://www.geeksforgeeks.org/problems/sum-of-beauty-of-all-substrings-1662962118/1%5C,,,,,,https://www.codingninjas.com/studio/problems/sum-of-beauty-of-all-substrings_8143656?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3LRh089,,,,,gfg:bitly_expanded_destination_unverified
125,5,Strings [Basic and Medium],2,Medium String Problems,8,8,rvrsvrywrdinstring,Reverse Every Word in A String,Easy,0,Two Pointer | String | Data Structures,https://leetcode.com/problems/reverse-words-in-a-string/,https://www.codingninjas.com/codestudio/problems/reverse-words_7037425,https://practice.geeksforgeeks.org/problems/reverse-words-in-a-given-string5459/1,,,https://takeuforward.org/plus/dsa/problems/reverse-every-word-in-a-string,https://takeuforward.org/plus/dsa/problems/reverse-every-word-in-a-string?tab=editorial,,https://www.codingninjas.com/codestudio/problems/reverse-words_7037425?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,,,,,
126,6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",1,Learn 1D LinkedList,1,1,intrdctintlinkdlistlrnbtstrctndhwisndrprsntd,"Introduction to LinkedList, learn about struct, and how is node represented",Easy,0,Linked List | Data Structures,,https://www.codingninjas.com/studio/problems/introduction-to-linked-list_8144737,https://www.geeksforgeeks.org/problems/introduction-to-linked-list/1,https://www.youtube.com/watch?v=Nq7ok-OyEpg,https://takeuforward.org/linked-list/linked-list-introduction,,https://takeuforward.org/plus/dsa/problems/introduction-to-singly-linkedlist,,https://www.codingninjas.com/studio/problems/introduction-to-linked-list_8144737?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3URZnst,https://youtu.be/Nq7ok-OyEpg?si=9PR1o8OPRWil7fRA,,,,gfg:bitly_expanded_destination_unverified
127,6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",1,Learn 1D LinkedList,2,2,insrtingndinlinkdlist,Inserting a node in LinkedList,Easy,0,Linked List | Data Structures,,https://www.codingninjas.com/studio/problems/insert-node-at-the-beginning_8144739,https://www.geeksforgeeks.org/problems/linked-list-insertion-1587115620/0,https://www.youtube.com/watch?v=VaECK03Dz-g&t=1934,https://takeuforward.org/linked-list/insert-at-the-head-of-a-linked-list,https://takeuforward.org/plus/dsa/problems/insertion-at-the-head-of-ll,https://takeuforward.org/plus/dsa/problems/insertion-at-the-head-of-ll?tab=editorial,,https://www.codingninjas.com/studio/problems/insert-node-at-the-beginning_8144739?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3w9pEIt,https://youtu.be/VaECK03Dz-g?si=vHSwdf9jhE05adKM&t=1934,,,,gfg:bitly_expanded_destination_unverified
128,6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",1,Learn 1D LinkedList,3,3,dltingndinlinkdlist,Deleting a node in LinkedList,Medium,1,Linked List | Data Structures,https://leetcode.com/problems/delete-node-in-a-linked-list/,https://www.codingninjas.com/studio/problems/delete-node-of-linked-list_8160463,https://www.geeksforgeeks.org/problems/delete-a-node-in-single-linked-list/1,https://www.youtube.com/watch?v=VaECK03Dz-g,https://takeuforward.org/data-structure/delete-last-node-of-linked-list/,https://takeuforward.org/plus/dsa/problems/deletion-of-the-head-of-ll,https://takeuforward.org/plus/dsa/problems/deletion-of-the-head-of-ll?tab=editorial,,https://www.codingninjas.com/studio/problems/delete-node-of-linked-list_8160463?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Apg5aX,https://youtu.be/VaECK03Dz-g?si=CRaBHbOo2bHFbOT5,,,,gfg:bitly_expanded_destination_unverified
